Date,Close
2021-06-07T04:00:00Z,596.340000
2021-06-07T04:01:00Z,597.000000
2021-06-07T04:02:00Z,596.890000
2021-06-07T04:03:00Z,595.870000
2021-06-07T04:04:00Z,595.270000
2021-06-07T04:05:00Z,595.010000
2021-06-07T04:06:00Z,595.200000
2021-06-07T04:07:00Z,595.090000
2021-06-07T04:08:00Z,595.090000
2021-06-07T04:09:00Z,595.000000
2021-06-07T04:10:00Z,595.300000
2021-06-07T04:11:00Z,595.450000
2021-06-07T04:12:00Z,595.500000
2021-06-07T04:13:00Z,596.130000
2021-06-07T04:14:00Z,597.280000
2021-06-07T04:15:00Z,596.950000
2021-06-07T04:16:00Z,596.870000
2021-06-07T04:17:00Z,596.850000
2021-06-07T04:18:00Z,596.000000
2021-06-07T04:19:00Z,596.700000
2021-06-07T04:20:00Z,596.600000
2021-06-07T04:21:00Z,596.010000
2021-06-07T04:22:00Z,596.000000
2021-06-07T04:23:00Z,596.000000
2021-06-07T04:24:00Z,595.510000
2021-06-07T04:25:00Z,595.500000
2021-06-07T04:26:00Z,596.300000
2021-06-07T04:27:00Z,596.490000
2021-06-07T04:28:00Z,596.490000
2021-06-07T04:29:00Z,595.520000
2021-06-07T04:30:00Z,596.150000
2021-06-07T04:31:00Z,595.010000
2021-06-07T04:32:00Z,596.080000
2021-06-07T04:33:00Z,596.050000
2021-06-07T04:34:00Z,596.090000
2021-06-07T04:36:00Z,596.070000
2021-06-07T04:37:00Z,596.080000
2021-06-07T04:38:00Z,596.080000
2021-06-07T04:39:00Z,596.000000
2021-06-07T04:40:00Z,595.300000
2021-06-07T04:41:00Z,595.280000
2021-06-07T04:42:00Z,595.210000
2021-06-07T04:43:00Z,595.120000
2021-06-07T04:44:00Z,595.010000
2021-06-07T04:45:00Z,595.760000
2021-06-07T04:47:00Z,595.910000
2021-06-07T04:48:00Z,595.900000
2021-06-07T04:49:00Z,595.140000
2021-06-07T04:50:00Z,595.850000
2021-06-07T04:51:00Z,595.850000
2021-06-07T04:53:00Z,595.850000
2021-06-07T04:54:00Z,595.960000
2021-06-07T04:55:00Z,595.970000
2021-06-07T04:56:00Z,595.980000
2021-06-07T04:59:00Z,596.000000
2021-06-07T05:00:00Z,596.000000
2021-06-07T05:01:00Z,595.120000
2021-06-07T05:02:00Z,595.140000
2021-06-07T05:03:00Z,596.400000
2021-06-07T05:04:00Z,596.000000
2021-06-07T05:05:00Z,596.000000
2021-06-07T05:09:00Z,595.150000
2021-06-07T05:10:00Z,595.160000
2021-06-07T05:12:00Z,596.000000
2021-06-07T05:13:00Z,596.460000
2021-06-07T05:14:00Z,596.470000
2021-06-07T05:15:00Z,596.010000
2021-06-07T05:18:00Z,596.020000
2021-06-07T05:19:00Z,596.440000
2021-06-07T05:21:00Z,596.450000
2021-06-07T05:22:00Z,596.040000
2021-06-07T05:23:00Z,596.000000
2021-06-07T05:24:00Z,595.510000
2021-06-07T05:25:00Z,595.510000
2021-06-07T05:26:00Z,595.990000
2021-06-07T05:27:00Z,595.520000
2021-06-07T05:31:00Z,595.950000
2021-06-07T05:34:00Z,595.180000
2021-06-07T05:36:00Z,596.000000
2021-06-07T05:37:00Z,596.000000
2021-06-07T05:38:00Z,596.450000
2021-06-07T05:42:00Z,596.370000
2021-06-07T05:43:00Z,596.370000
2021-06-07T05:44:00Z,596.370000
2021-06-07T05:45:00Z,596.000000
2021-06-07T05:46:00Z,595.350000
2021-06-07T05:48:00Z,595.350000
2021-06-07T05:49:00Z,595.990000
2021-06-07T05:50:00Z,596.000000
2021-06-07T05:51:00Z,595.950000
2021-06-07T05:52:00Z,596.270000
2021-06-07T05:53:00Z,596.280000
2021-06-07T05:54:00Z,596.280000
2021-06-07T05:55:00Z,596.020000
2021-06-07T05:56:00Z,596.000000
2021-06-07T05:57:00Z,595.390000
2021-06-07T05:58:00Z,595.390000
2021-06-07T06:00:00Z,595.970000
2021-06-07T06:01:00Z,596.450000
2021-06-07T06:02:00Z,596.500000
2021-06-07T06:03:00Z,596.000000
2021-06-07T06:05:00Z,596.000000
2021-06-07T06:07:00Z,596.390000
2021-06-07T06:08:00Z,596.000000
2021-06-07T06:10:00Z,596.000000
2021-06-07T06:11:00Z,596.010000
2021-06-07T06:12:00Z,596.400000
2021-06-07T06:13:00Z,596.400000
2021-06-07T06:14:00Z,596.860000
2021-06-07T06:15:00Z,596.110000
2021-06-07T06:16:00Z,596.860000
2021-06-07T06:17:00Z,596.270000
2021-06-07T06:18:00Z,596.860000
2021-06-07T06:19:00Z,596.870000
2021-06-07T06:20:00Z,596.280000
2021-06-07T06:24:00Z,596.100000
2021-06-07T06:26:00Z,596.300000
2021-06-07T06:27:00Z,596.280000
2021-06-07T06:29:00Z,596.020000
2021-06-07T06:30:00Z,596.020000
2021-06-07T06:31:00Z,596.030000
2021-06-07T06:32:00Z,596.020000
2021-06-07T06:33:00Z,596.060000
2021-06-07T06:34:00Z,596.120000
2021-06-07T06:36:00Z,596.130000
2021-06-07T06:37:00Z,596.160000
2021-06-07T06:38:00Z,596.160000
2021-06-07T06:39:00Z,596.160000
2021-06-07T06:40:00Z,596.150000
2021-06-07T06:41:00Z,596.110000
2021-06-07T06:42:00Z,596.120000
2021-06-07T06:44:00Z,596.150000
2021-06-07T06:45:00Z,596.150000
2021-06-07T06:46:00Z,596.150000
2021-06-07T06:47:00Z,596.150000
2021-06-07T06:48:00Z,596.110000
2021-06-07T06:50:00Z,596.780000
2021-06-07T06:51:00Z,596.900000
2021-06-07T06:52:00Z,597.000000
2021-06-07T06:53:00Z,596.150000
2021-06-07T06:55:00Z,596.110000
2021-06-07T06:56:00Z,596.950000
2021-06-07T06:57:00Z,596.210000
2021-06-07T06:58:00Z,596.880000
2021-06-07T06:59:00Z,596.230000
2021-06-07T07:00:00Z,596.850000
2021-06-07T07:01:00Z,596.210000
2021-06-07T07:02:00Z,596.840000
2021-06-07T07:03:00Z,596.210000
2021-06-07T07:04:00Z,596.220000
2021-06-07T07:05:00Z,596.220000
2021-06-07T07:06:00Z,596.110000
2021-06-07T07:07:00Z,596.110000
2021-06-07T07:08:00Z,595.670000
2021-06-07T07:09:00Z,595.660000
2021-06-07T07:10:00Z,595.450000
2021-06-07T07:11:00Z,594.430000
2021-06-07T07:12:00Z,593.470000
2021-06-07T07:13:00Z,593.210000
2021-06-07T07:14:00Z,593.000000
2021-06-07T07:15:00Z,592.520000
2021-06-07T07:16:00Z,593.000000
2021-06-07T07:17:00Z,592.720000
2021-06-07T07:18:00Z,592.960000
2021-06-07T07:19:00Z,593.220000
