Date,Close
2021-06-07T07:00:00Z,59.730000
2021-06-07T07:02:00Z,60.050000
2021-06-07T07:03:00Z,59.850000
2021-06-07T07:04:00Z,59.850000
2021-06-07T07:08:00Z,59.850000
2021-06-07T07:09:00Z,59.670000
2021-06-07T07:11:00Z,59.840000
2021-06-07T07:12:00Z,59.700000
2021-06-07T07:13:00Z,59.850000
2021-06-07T07:17:00Z,59.850000
2021-06-07T07:19:00Z,59.960000
2021-06-07T07:20:00Z,59.960000
2021-06-07T07:25:00Z,59.870000
2021-06-07T07:26:00Z,59.950000
2021-06-07T07:28:00Z,59.860000
2021-06-07T07:29:00Z,59.850000
2021-06-07T07:31:00Z,59.850000
2021-06-07T07:34:00Z,59.850000
2021-06-07T07:38:00Z,59.850000
2021-06-07T07:40:00Z,59.850000
2021-06-07T07:42:00Z,59.700000
2021-06-07T07:48:00Z,59.760000
2021-06-07T07:52:00Z,59.710000
2021-06-07T07:54:00Z,59.700000
2021-06-07T07:56:00Z,59.830000
2021-06-07T07:57:00Z,59.730000
2021-06-07T07:58:00Z,59.710000
2021-06-07T08:01:00Z,59.710000
2021-06-07T08:02:00Z,59.660000
2021-06-07T08:03:00Z,59.730000
2021-06-07T08:05:00Z,59.720000
2021-06-07T08:07:00Z,59.840000
2021-06-07T08:10:00Z,59.830000
2021-06-07T08:11:00Z,59.850000
2021-06-07T08:17:00Z,59.730000
2021-06-07T08:19:00Z,59.730000
2021-06-07T08:27:00Z,59.850000
2021-06-07T08:29:00Z,59.740000
2021-06-07T08:31:00Z,59.730000
2021-06-07T08:35:00Z,59.730000
2021-06-07T08:38:00Z,59.730000
2021-06-07T08:40:00Z,59.850000
2021-06-07T08:44:00Z,59.800000
2021-06-07T08:55:00Z,59.750000
2021-06-07T08:58:00Z,59.750000
2021-06-07T09:00:00Z,59.730000
2021-06-07T09:02:00Z,59.730000
2021-06-07T09:06:00Z,59.750000
2021-06-07T09:07:00Z,59.650000
2021-06-07T09:11:00Z,59.650000
2021-06-07T09:12:00Z,59.620000
2021-06-07T09:23:00Z,59.770000
2021-06-07T09:27:00Z,59.610000
2021-06-07T09:28:00Z,59.660000
2021-06-07T09:30:00Z,59.650000
2021-06-07T09:46:00Z,59.640000
2021-06-07T09:47:00Z,59.620000
2021-06-07T09:49:00Z,59.620000
2021-06-07T09:55:00Z,59.600000
2021-06-07T09:56:00Z,59.600000
2021-06-07T09:57:00Z,59.590000
2021-06-07T09:58:00Z,59.590000
2021-06-07T10:00:00Z,59.570000
2021-06-07T10:02:00Z,59.600000
2021-06-07T10:03:00Z,59.570000
2021-06-07T10:11:00Z,59.600000
2021-06-07T10:16:00Z,59.500000
2021-06-07T10:17:00Z,59.570000
2021-06-07T10:18:00Z,59.600000
2021-06-07T10:22:00Z,59.500000
2021-06-07T10:31:00Z,59.460000
2021-06-07T10:33:00Z,59.480000
2021-06-07T10:35:00Z,59.610000
2021-06-07T10:40:00Z,59.630000
2021-06-07T10:41:00Z,59.560000
2021-06-07T10:42:00Z,59.590000
2021-06-07T10:43:00Z,59.630000
2021-06-07T10:48:00Z,59.610000
2021-06-07T10:51:00Z,59.630000
2021-06-07T10:55:00Z,59.560000
2021-06-07T11:00:00Z,59.620000
2021-06-07T11:09:00Z,59.640000
2021-06-07T11:12:00Z,59.650000
2021-06-07T11:16:00Z,59.680000
2021-06-07T11:18:00Z,59.630000
2021-06-07T11:19:00Z,59.590000
2021-06-07T11:21:00Z,59.590000
2021-06-07T11:23:00Z,59.590000
2021-06-07T11:26:00Z,59.660000
2021-06-07T11:28:00Z,59.680000
2021-06-07T11:29:00Z,59.590000
2021-06-07T11:30:00Z,59.760000
2021-06-07T11:32:00Z,59.680000
